"mode","peel","label","ok","terminal_year","echo_end_year","last_survey_year","npar","nll","max_grad","converged","BMSY","OFL_tot","elapsed_sec","problems","warnings"
"standard",1,"standard/1",TRUE,2023,2023,2024,402,-18520.2749917167,0.001335593362039,FALSE,NA,NA,99.2,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00134 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",2,"standard/2",TRUE,2022,2022,2023,399,-18008.2271110968,0.00198962740142785,FALSE,NA,NA,98.2,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00199 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",3,"standard/3",TRUE,2021,2021,2022,396,-17510.3738261788,0.000631536594797992,TRUE,NA,NA,95.7,"","exit status 134 -- macOS FP teardown abort, outputs complete; no reference points (GMACS does not compute them for a peel)"
"standard",4,"standard/4",TRUE,2020,2020,2021,391,-17044.2595908519,0.0128219972154064,FALSE,NA,NA,88.8,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.0128 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",5,"standard/5",TRUE,2019,2019,2019,386,-16349.6335367284,0.0065350155094473,FALSE,NA,NA,89.9,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00654 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",6,"standard/6",TRUE,2018,2018,2019,381,-15891.6948982164,0.00560612621072348,FALSE,NA,NA,81,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00561 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",7,"standard/7",TRUE,2017,2017,2018,376,-15143.6578627425,0.00732558698698815,FALSE,NA,NA,79.8,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00733 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",8,"standard/8",TRUE,2016,2016,2017,371,-14418.5241407483,0.0143111916784821,FALSE,NA,NA,77,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.0143 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",9,"standard/9",TRUE,2015,2015,2016,366,-13643.9309135804,0.00426649350437887,FALSE,NA,NA,73.8,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00427 > 1e-03; no reference points (GMACS does not compute them for a peel)"
"standard",10,"standard/10",TRUE,2014,2014,2015,361,-12898.3345016525,0.00531822310850291,FALSE,NA,NA,73.2,"","exit status 134 -- macOS FP teardown abort, outputs complete; max gradient 0.00532 > 1e-03; no reference points (GMACS does not compute them for a peel)"
